word,lemma
Magyarországon,Magyarország
külön,külön
álló,álló
megfelelően,meg+felelő
utolsó,utolsó
kellene,kell
lehetőséget,lehetőség
fő,fő
mai,mai
bár,bár
teszi,tesz
közötti,közötti
Rt.,Rt.
se,se
hazai,hazai
nemcsak,nemcsak
8222,8222
összes,összes
belső,belső
alá,alá
amelynek,amely
lehetőség,lehetőség
8221,8221
Magyarország,Magyarország
jog,jog
kapott,kap
biztos,biztos
László,László
semmi,semmi
hasonló,hasonló
1.,1.
száma,szám
2.,2.
sokkal,sokkal
persze,persze
követően,követő
1086,1086
újabb,új
Most,most
állami,állami
csupán,csupán
István,István
eddig,eddig
lehetséges,lehetséges
nekem,én
10,10
szép,szép
jobban,jól
forint,forint
évek,év
sőt,sőt
munka,munka
négy,négy
egyszer,egyszer
című,című
természetesen,természetes
Ezért,ezért
nemzeti,nemzeti
végén,vég
vagyunk,van
melyek,mely
mikor,mikor
ahhoz,az
jelenti,jelent
mintegy,mintegy
először,először
ellenére,ellenére
magas,magas
közben,közben
jelenleg,jelenleg
korábban,korán
természetes,természetes
számos,számos
dolog,dolog
János,János
személyes,személyes
kérdés,kérdés
régi,régi
fél,fél
Hogy,hogy
továbbá,továbbá
ad,ad
kicsit,kicsi
többi,többi
tenni,tesz
sikerült,sikerül
később,későn
azaz,azaz
szervezet,szervezet
vált,válik
szerinti,szerinti
Ön,ön
úr,úr
kisebb,kis
sor,sor
létre,lét
2003.,2003.
jogi,jogi
mindent,minden
éve,év
jelen,jelen
esetleg,esetleg
készült,készül
adatok,adat
megyei,megyei
mintha,mintha
Még,még
élő,élő
különösen,különösen
regisztrált,regisztrál
segítségével,segítség
S,s
rossz,rossz
gyakran,gyakran
Mert,mert
valóban,valóban
mondja,mond
iskola,iskola
országos,országos
Budapest,Budapest
ezeket,ez
Amennyiben,amennyiben
1072,1072
Úgy,úgy
ám,ám
Jelenleg,jelenleg
rövid,rövid
óra,óra
szintén,szintén
történik,történik
3.,3.
hát,hát
melyet,mely
célja,cél
Amikor,amikor
Péter,Péter
napon,nap
igaz,igaz
szociális,szociális
keretében,keret
területén,terület
figyelembe,figyelem
október,október
korábbi,korábbi
tett,tesz
tartja,tart
tartozik,tartozik
ők,ők
lehetővé,lehető
helyen,hely
Nagy,nagy
külföldi,külföldi
érdemes,érdemes
utóbbi,utóbbi
részére,rész
legfontosabb,fontos
út,út
Hírek,hírek
önkormányzat,önkormányzat
elnöke,elnök
venni,vesz
nehéz,nehéz
helyett,helyett
angol,angol
Nagyon,nagyon
egyébként,egyébként
1080,1080
egy-egy,egy-egy
oldal,oldal
Bizottság,Bizottság
közel,közel
vezető,vezető
soha,soha
felhasználók,felhasználó
6,6
Ezzel,ez
ismét,ismét
*,""""
személy,személy
képest,képest
igazán,igazán
nő,nő
addig,addig
harmadik,harmadik
Ebben,ez
senki,senki
egyéni,egyéni
lehetett,lehet
előző,előző
kötelező,kötelező
tanár,tanár
tudjuk,tud
1077,1077
jelenlegi,jelenlegi
támogatás,támogatás
Jézus,Jézus
jár,jár
szervezetek,szervezet
eredeti,eredeti
férfi,férfi
ide,ide
sokat,sok
kulturális,kulturális
Már,már
melynek,mely
folyamatosan,folyamatos
egészen,egészen
Adminisztrátor,Adminisztrátor
sz.,sz
időben,idő
egyszerű,egyszerű
őt,ő
ugyan,ugyan
alkalommal,alkalom
József,József
egészségügyi,egészségügyi
rendelkező,rendelkező
külső,külső
német,német
lenni,lesz
közé,közé
azonos,azonos
minél,minél
pont,pont
igazi,igazi
vagyis,vagyis
Ezen,ez
1085,1085
oktatási,oktatási
eljárás,eljárás
hét,hét
előre,előre
pénzügyi,pénzügyi
Tehát,tehát
helyzet,helyzet
Igen,igen
hol,hol
működik,működik
cég,cég
oka,ok
társadalom,társadalom
Ma,ma
csoport,csoport
években,év
Ő,ő
pontos,pontos
feladata,feladat
ehhez,ez
részben,részben
Mivel,mivel
vett,vesz
mértékben,mérték
jött,jön
számú,számú
tudományos,tudományos
intézmény,intézmény
fórum,fórum
szinten,szint
öt,öt
Szent,Szent
bizottság,bizottság
önkormányzati,önkormányzati
alapvető,alapvető
amíg,amíg
válik,válik
tartott,tart
legjobb,jó
Országos,Országos
anyagi,anyagi
tudják,tud
kép,kép
fiatal,fiatal
rendelkezik,rendelkezik
intézmények,intézmény
attól,az
elé,elé
speciális,speciális
Hát,hát
4.,4.
függ,függ
végül,végül
voltam,van
munkát,munka
körül,körül
oldalon,oldal
tartozó,tartozó
8,8
magam,maga
tagja,tag
részét,rész
felhasználó,felhasználó
évvel,év
igénybe,igény
működő,működő
rendelet,rendelet
többet,többet
szól,szól
központi,központi
2002.,2002.
született,születik
komoly,komoly
Akkor,akkor
tette,tesz
annyira,annyi
erről,ez
fogja,fog
ugyanakkor,ugyanakkor
akar,akar
látható,látható
egyáltalán,egyáltalán
kevés,kevés
30,30
Nemzeti,Nemzeti
Ferenc,Ferenc
könyv,könyv
legtöbb,legtöbb
alkalmas,alkalmas
kb.,kb
jövő,jövő
15,15
Ne,ne
ebből,ez
tart,tart
EU,EU
maradt,marad
egyaránt,egyaránt
vélemény,vélemény
valamennyi,valamennyi
pontosan,pontos
szerződés,szerződés
amerikai,amerikai
jut,jut
követő,követő
valamit,valami
úton,út
marad,marad
kizárólag,kizárólag
amelyben,amely
erős,erős
köteles,köteles
Dr.,Dr.
ismert,ismert
állam,állam
említett,említett
önálló,önálló
tesz,tesz
továbbra,továbbra
Mint,mint
valamilyen,valamilyen
hiszem,hisz
akinek,aki
20,20
feladat,feladat
iskolai,iskolai
folyamatos,folyamatos
fenntartva,fenntartva
adni,ad
egyszerűen,egyszerű
feladatok,feladat
róla,róla
Bár,bár
végre,végre
jellegű,jellegű
elején,eleje
gyerekek,gyerek
miniszter,miniszter
lehetne,lesz
alábbi,alábbi
1090,1090
oda,oda
tíz,tíz
végzett,végez
alig,alig
Te,te
él,él
Olyan,olyan
szerepet,szerep
pár,pár
ideje,idő
idén,idén
hatalmas,hatalmas
napja,nap
Persze,persze
Aki,aki
szeretnék,szeret
+,""""
képviselő,képviselő
azonnal,azonnal
állt,áll
hat,hat
hagyományos,hagyományos
tagjai,tag
bele,ő
amelyeket,amely
tartalmazza,tartalmaz
megy,megy
Fórum,fórum
gyors,gyors
Mit,mi
II.,II.
Jó,jó
választ,válasz
közvetlenül,közvetlen
Van,van
területen,terület
műszaki,műszaki
gyermek,gyerm
rajta,rajta
víz,víz
probléma,probléma
idején,idő
tevékenység,tevékenység
képzés,képzés
családi,családi
magasabb,magas
szellemi,szellemi
sokan,sokan
nekünk,ők
üzleti,üzleti
jellemző,jellemző
szempontból,szempont
szempontjából,szempont
közvetlen,közvetlen
magyarországi,magyarországi
1088,1088
állandó,állandó
jön,jön
kap,kap
rendkívül,rendkívül
gyakorlati,gyakorlati
este,este
Gábor,Gábor
dr.,dr.
tűnik,tűnik
egymás,egymás
vezetője,vezető
embert,ember
szót,szó
mások,más
mondani,mond
Miért,miért
nekik,ők
Talán,talán
egymást,egymás
költségvetési,költségvetési
hős,hős
12,12
annál,annál
ill.,ill
Sándor,Sándor
gondolom,gondol
gyorsan,gyors
forintot,forint
5.,5.
pályázati,pályázati
elmondta,el+mond
nevét,név
érintett,érintett
egyedül,egyedül
század,század
adja,ad
amennyiben,amennyiben
napi,napi
1089,1089
Természetesen,természetes
Tanács,Tanács
használt,használ
család,család
Pozitív,pozitív
sokszor,sokszor
bármely,bármely
Aztán,aztán
formában,forma
Erre,ez
7,7
További,további
könnyen,könnyű
szintű,szintű
semmit,semmi
révén,révén
helyes,helyes
2001.,2001.
előbb,előbb
főleg,főleg
kevesebb,kevesebb
hozott,hoz
feltételek,feltétel
érvényes,érvényes
uniós,uniós
rendelkezésre,rendelkezés
ingyenes,ingyenes
civil,civil
szereplő,szereplő
figyelmet,figyelem
ekkor,ekkor
megjelent,megjelent
Unió,Unió
egyetemi,egyetemi
szeptember,szeptember
január,január
mutatja,mutat
hivatalos,hivatalos
információk,információ
neve,nev
jutott,jut
leginkább,inkább
helyet,hely
sajnos,sajnos
belőle,belőle
állnak,áll
történelmi,történelmi
Nincs,nincs
pályázat,pályázat
megint,megint
támogatást,támogatás
terület,terület
várható,várható
kapcsolódó,kapcsolódó
programok,program
kevésbé,kevésbé
lesznek,lesz
tartalmaz,tartalmaz
következtében,következtében
tényleg,tényleg
szerintem,szerintem
miközben,miközben
annyi,annyi
polgári,polgári
kedves,kedves
kereskedelmi,kereskedelmi
elnök,elnök
iránt,iránt
érdekes,érdekes
legfeljebb,legfeljebb
Krisztus,Krisztus
néha,néha
minket,mi
Európa,Európa
valószínűleg,valószínűleg
érkezett,érkezik
akit,aki
bennünket,benn
egyszerre,egyszerre
idegen,idegen
eltérő,eltérő
tudnak,tud
Két,két
személyi,személyi
sikeres,sikeres
ért,ér
tudta,tud
jelenik,jelenik
anyag,anyag
körülmények,körülmény
föl,föl
György,György
téma,téma
széles,széles
Pál,Pál
oktatás,oktatás
múlva,múlva
1074,1074
alakult,alakul
azoknak,az
Ilyen,ilyen
tudni,tud
válasz,válasz
konkrét,konkrét
baj,baj
múlt,múlt
súlyos,súlyos
továbbiakban,további
Köszönöm,köszön
Lehet,lehet
Úr,úr
tudok,tud
látni,lát
tőle,tőle
otthon,otthon
szolgáló,szolgáló
különleges,különleges
segítséget,segítség
tervezett,tervezett
szerepel,szerepel
oly,oly
bármilyen,bármilyen
nyújt,nyújt
magukat,maga
kapnak,kap
szívesen,szívesen
egyben,egyben
anyagok,anyag
nélküli,nélküli
eszközök,eszköz
Vagy,vagy
gyerek,gyerek
írja,ír
évre,év
számított,számított
lap,lap
díj,díj
Sajnos,sajnos
I.,1.
Minisztérium,Minisztérium
Budapesten,Budapest
szépen,szép
nyelv,nyelv
megjelenő,megjelenő
nők,nő
egyet,egy
ezer,ezer
látja,lát
illetőleg,illetőleg
önkormányzatok,önkormányzat
közösségi,közösségi
Megyei,Megyei
egységes,egységes
lakosság,lakosság
biztosítani,biztosít
Fidesz,Fidesz
ezelőtt,ezelőtt
abból,az
fenti,fenti
összesen,összesen
országban,ország
többször,több
sincs,sincs
akiknek,aki
országok,ország
mindenkinek,mindenki
tér,tér
mögött,mögött
veszi,vesz
épület,épület
Hogyan,hogyan
Na,na
járó,járó
perc,perc
fiatalok,fiatal
szolgáltatások,szolgáltatás
budapesti,budapesti
lassan,lassú
utána,utána
létezik,létezik
kapcsolatot,kapcsolat
Hivatal,Hivatal
engem,én
látszik,látszik
Több,Több
50,50
mindkét,mindkét
május,május
fehér,fehér
velük,vele
szavazás,szavazás
egymással,egymás
Zoltán,Zoltán
piaci,piaci
hallgatók,hallgató
jövőben,jövő
kapcsán,kapcsán
tudunk,tud
cél,cél
Milyen,milyen
modern,modern
épp,épp
december,december
elektronikus,elektronikus
tartani,tart
ház,ház
keresztény,keresztény
indult,indul
adatokat,adat
Ami,ami
nyílt,nyíl
Új,új
ment,megy
szám,szám
körében,kör
csoportok,csoport
folyamat,folyamat
Fővárosi,Fővárosi
Meg,meg
hozzászólást,hozzászólás
biztosan,biztos
Ehhez,ez
beteg,beteg
ideig,idő
technikai,technikai
párt,párt
kérjük,kér
tanfolyam,tanfolyam
Ugyanakkor,ugyanakkor
6.,6.
írt,ír
információs,információs
hónap,hónap
jogosult,jogosul
százalékos,százalékos
db,db
II,II
b),b
képesek,képes
ún.,ún
megoldás,megoldás
nehezen,nehéz
mire,mire
termékek,termék
100,100
hasonlóan,hasonló
társaság,társaság
Először,először
részletes,részletes
Ki,ki
jogok,jog
évente,évente
egyedi,egyedi
Imre,Imre
tekintetében,tekintet
szerepe,szerep
tudtam,tud
vette,vesz
pénzt,pénz
fekete,fekete
képet,kép
felelős,felelős
regisztráció,regisztráció
időt,idő
lelki,lelki
azóta,azóta
úgynevezett,úgynevezik
típusú,típusú
mennyire,mennyire
elleni,elleni
szólt,szól
könnyű,könnyű
többek,több
választási,választási
2000.,2000.
használni,használ
járt,jár
előtti,előtti
időszakban,időszak
semmilyen,semmilyen
tudott,tud
függetlenül,független
látogató,látogató
kisebbségi,kisebbségi
Tamás,Tamás
március,március
nálunk,mi
százaléka,százalék
lehetnek,lehet
ipari,ipari
e-mail,e-ma
láttam,lát
tanulók,tanuló
fizikai,fizikai
problémák,probléma
Sok,sok
jóval,jóval
annyit,annyi
szerzett,szerz
értelmében,értelem
bekezdés,bekezdés
tiszta,tiszta
bekezdése,bekezdés
pénz,pénz
szeretnénk,szeret
I,""""
település,település
látogatták,lát
mezőgazdasági,mezőgazdasági
kezdve,kezdve
alacsony,alacsony
csapat,csapat
király,király
tartó,tartó
pontja,pont
városi,városi
hőst,hős
november,november
utáni,utáni
gyermekek,gyermek
személyek,személy
egészséges,egészséges
pozitív,pozitív
kultúra,kultúra
hely,hely
száz,száz
kérdést,kérdés
András,András
francia,francia
mondjuk,mond
felett,felett
neked,neked
vesz,vesz
ettől,ez
meghatározó,meghatározó
Néhány,néhány
különféle,különféle
június,június
kötött,köt
kérdések,kérdés
alkalmazni,alkalmaz
szolgáltatás,szolgáltatás
közt,közt
1083,1083
9,9
vendég,vendég
lány,lány
katonai,katonai
évig,év
környezetvédelmi,környezetvédelmi
elérhető,elérhető
regionális,regionális
rendszeresen,rendszeres
kívánt,kíván
üzenet,üzene
teszik,tesz
egyház,egyház
havi,havi
vége,vég
kíván,kíván
lép,lép
lehetőségek,lehetőség
érte,ér
lehetősége,lehetőség
szakemberek,szakember
jelentősen,jelentős
Ebből,ez
éven,év
reggel,reggel
származó,származó
magának,maga
termék,termék
utoljára,utoljára
esetleges,esetleges
mellé,mellé
értelemben,értel
fogva,fogva
döntés,döntés
adó,adó
határozza,határoz
eddigi,eddigi
biztonsági,biztonsági
szerző,szerző
kiemelt,kiemelt
1082,1082
fejlesztési,fejlesztési
katolikus,katolikus
napig,nap
gombra,gomb
Azért,azért
utca,utca
megye,megye
cégek,cég
különös,különös
százalékkal,százalék
információkat,információ
szeretném,szeret
iránti,iránti
maguk,maga
életét,élet
Lajos,Lajos
részéről,rész
vezetői,vezető
film,film
kerülnek,kerül
kivéve,kivéve
mégsem,mégsem
Ekkor,ekkor
embernek,ember
nincsenek,nincs
adta,ad
akarja,akar
végig,végig
következik,következik
százalék,százalék
illeti,illet
környezet,környezet
Szerintem,szerintem
MSZP,MSZP
helyzetben,helyzet
biztosítja,biztosít
amint,amint
közösség,közösség
Pedig,pedig
verseny,verseny
25,25
előzetes,előzetes
kissé,kissé
Egyesült,Egyesült
mondom,mond
dolgok,dolog
feltétlenül,feltétlen
helye,hely
kapcsolat,kapcsolat
sikerül,sikerül
kapcsolatba,kapcsolat
zárt,zár
Miklós,Miklós
általa,általa
hisz,hisz
életet,élet
kattintva,kattintva
augusztus,augusztus
7.,7.
legyenek,lesz
melyik,melyik
Közgyűlés,Közgyűlés
u.,u.
vár,vár
illetékes,illetékes
szervezeti,szervezeti
foglalja,foglal
2000,2000
számít,számít
többen,több
héten,hét
hosszabb,hosszú
összeg,összeg
aktív,aktív
gyakorlat,gyakorlat
foglalt,foglalt
tartalmazó,tartalmazó
rendszerek,rendszer
ennél,ez
asszony,asszony
jelentette,jelent
feladatokat,feladat
április,április
gazdaság,gazdaság
útján,útján
aránya,arány
készített,készített
vizsgálat,vizsgálat
közösen,közös
hirtelen,hirtelen
nyitott,nyit
működési,működési
forintos,forintos
szabályok,szabály
megadott,meg+ad
témát,téma
segíteni,segít
használata,használat
valódi,valódi
haza,haza
július,július
bizony,bizony
biztosított,biztosít
Kovács,Kovács
folyó,folyó
mindenképpen,mindenképpen
felső,felső
polgármester,polgármester
egy-két,egy-két
világban,világ
joga,joga
gazdag,gazdag
miután,miután
tekintettel,tekintet
alatti,alatti
bárki,bárki
informatikai,informatikai
rendszeres,rendszeres
munkáját,munka
érintő,érintő
tavaly,tavaly
egykori,egykori
másrészt,másrészt
orvosi,orvosi
támogatja,támogat
véve,véve
meleg,meleg
többsége,többség
országgyűlési,országgyűlési
Internet,Internet
Mikor,mikor
dolgot,dolog
nyugati,nyugati
viszonylag,viszonylag
sajátos,sajátos
egyházi,egyházi
használható,használható
erkölcsi,erkölcsi
vajon,vajon
környezeti,környezeti
alól,alól
tartják,tart
embereket,ember
órakor,óra
játék,ját
élni,él
kiváló,kiváló
Egyébként,egyébként
alkalmazott,alkalmazott
miként,miként
valójában,való
nevű,nevű
hatása,hatás
Végül,végül
nevet,név
olvasható,olvasható
Béla,Béla
11,11
hallgató,hallgató
területi,területi
ajánlott,ajánl
folyik,folyik
16,16
Úgyhogy,úgyhogy
szervezett,szervezett
kialakult,kialakult
név,név
nép,nép
címmel,cím
8.,8.
velem,vele
rendelkeznek,rendelkezik
ilyenkor,ilyenkor
tevékenységet,tevékenység
háború,háború
csökkent,csökken
rendőrség,rendőrség
Alapítvány,Alapítvány
mindössze,mindössze
oldalán,oldal
bíróság,bíróság
a),a
Egyetem,Egyetem
fiú,fiú
aminek,ami
meglévő,meglévő
ahogyan,ahogyan
szüksége,szükség
előírt,előírt
18,18
Gyula,Gyula
idei,idei
hasznos,hasznos
információ,információ
magad,magad
hatékony,hatékony
magában,maga
nincsen,nincs
szeretne,szeret
határozat,határozat
14,14
diákok,diák
beszél,beszél
erősen,erős
vezet,vezet
alapvetően,alapvető
aktuális,aktuális
veszélyes,veszélyes
közlekedési,közlekedési
érzem,érez
köszönhetően,köszönhető
képek,kép
amire,ami
nyári,nyári
m,m
legalábbis,legalábbis
délután,délután
téren,tér
szabadon,szabad
tagok,tag
életben,élet
rendszert,rendszer
majdnem,majdnem
tag,tag
hozzászólás,hozzászólás
többnyire,többnyire
természeti,természeti
nyújtott,nyújt
működését,működés
támogatási,támogatási
Ám,ám
Egyesület,Egyesület
Általában,általában
tény,tény
nyelvi,nyelvi
hamarosan,hamarosan
ismeretek,ismeret
szempontok,szempont
fognak,fog
orvos,orvos
Például,például
egyelőre,egyelőre
magyarok,magyar
formájában,forma
látom,lát
apró,apró
életében,élet
biztosít,biztosít
ér,ér
politika,politika
egyértelműen,egyértelmű
jelszót,jelszó
szülők,szülő
tudsz,tudsz
képeket,kép
kezdett,kezd
függően,függő
rendben,rend
elegendő,elegendő
névtelen,névtelen
írásban,írás
esett,esik
Szabó,Szabó
Erről,ez
nőtt,nőt
eső,eső
célra,cél
40,40
programot,program
elfogadott,el+fogadott
kerültek,kerül
szeretet,szeretet
Attila,Attila
élete,élet
felsőoktatási,felsőoktatási
foglalkozik,foglalkozik
igény,igény
óriási,óriási
végső,végső
vita,vita
nézve,nézve
fejlesztése,fejlesztés
kedvező,kedvező
magába,maga
föld,föld
utat,út
Nemzetközi,Nemzetközi
folyamán,folyama
csatlakozás,csatlakozás
terv,terv
képviselői,képviselő
javaslatot,javaslat
szöveg,szöveg
beszélni,beszél
1084,1084
azután,azután
8230,8230
szent,szent
iskolák,iskola
legfőbb,fő
miniszterelnök,miniszterelnök
észre,ész
eszembe,ész
rendkívüli,rendkívüli
okoz,okoz
1076,1076
2003,2003
férfiak,férfi
Önkormányzat,Önkormányzat
érték,érték
közigazgatási,közigazgatási
dolgozó,dolgozó
kívánja,kíván
biztosító,biztosító
képzési,képzési
nyelvű,nyelvű
darab,darab
mást,más
mutat,mutat
gyakorlatilag,gyakorlati
problémát,probléma
időszak,időszak
Igaz,igaz
választott,választott
független,független
kész,kész
román,román
nyilvános,nyilvános
nyelven,nyelv
kettő,kettő
Nekem,neki
készül,készül
kapcsolatok,kapcsolat
női,női
2002,2002
épült,épül
valamely,valamely
hatására,hatás
szerződést,szerződés
egyrészt,egyrészt
figyelemmel,figyelem
kormányzati,kormányzati
megoldást,megoldás
dolgokat,dolog
partner,partner
tanuló,tanuló
együttes,együttes
indul,indul
címet,cím
zöld,zöld
foglalkozó,foglalkozó
templom,templom
lehetőségét,lehetőség
esik,esik
Majd,majd
Orbán,Orbán
rész,rész
írta,ír
terén,tér
természet,természet
kialakítása,kialakítás
velünk,vele
megállapodás,megállapodás
költségvetés,költségvetés
védett,véd
mielőtt,mielőtt
pályázatot,pályázat
közepén,közép
1091,1091
minőségi,minőségi
parlamenti,parlamenti
elérni,el+ér
ugyancsak,ugyancsak
tekintve,tekintve
nyolc,nyolc
tartom,tart
rendszerben,rendszer
napján,nap
vevő,vevő
orosz,orosz
Fontos,fontos
különbség,különbség
díjat,díj
dolgozik,dolgozik
csaknem,csaknem
felvételi,felvételi
rengeteg,rengeteg
rám,rám
iskolában,iskol
látta,lát
könyvtár,Könyvtár
Károly,Károly
számomra,számára
példa,példa
ismeretlen,ismeretlen
fenn,fenn
pedagógiai,pedagógiai
ráadásul,ráadás
c),c
öreg,öreg
cikk,cikk
némi,némi
hiába,hiába
falu,falu
c.,c.
tulajdonképpen,tulajdonképpen
világot,világ
hiba,hi
Ott,ott
hangsúlyt,hangsúly
Vannak,van
ˇˇ,
Általános,Általános
Szóval,szóval
élnek,él
eredménye,eredmény
vállalkozások,vállalkozás
szolgáltatást,szolgáltatás
kiegészítő,kiegészítő
eredmény,eredmény
lakás,lakás
egymástól,egymás
fejlődés,fejlődés
Hiszen,hiszen
tetszik,tetszik
mellyel,mellyel
negatív,negatív
változás,változás
mondtam,mond
elméleti,elméleti
időre,idő
felelősséget,felelősség
fölött,fölött
témában,téma
melyeket,mely
mindenféle,mindenféle
fogják,fog
együttműködés,együttműködés
február,február
jogszabály,jogszabály
messze,messze
illetően,illető
történelem,történelem
vonatkozóan,vonatkozó
Országgyűlés,Országgyűlés
lényeges,lényeges
szegény,szegény
alkalmazása,alkalmazás
1087,1087
írni,ír
ügyben,ügy
kezdődik,kezdődik
közölte,közöl
nyilván,nyilván
vonatkozik,vonatkozik
információt,információ
szabályozás,szabályozás
fővárosi,fővárosi
legmagasabb,nagy
Szövetség,Szövetség
10.,10.
érzi,érez
megvan,mesz
Mihály,Mihály
cigány,cigány
korszerű,korszerű
13,13
értéke,érték
esetekben,eset
dönt,dönt
talál,talál
immár,immár
összege,összeg
írásbeli,írásbeli
átlagos,átlagos
segíti,segít
látott,lát
évf.,évf.
számát,szám
nyelvet,nyelv
irányuló,irányuló
méltó,méltó
városban,város
9.,9.
főként,főként
szolgáltató,szolgáltató
igazság,igazság
kezdődött,kezdődik
dolgozni,dolgozik
feltétele,feltétel
hősöd,hősöd
engedély,engedély
hány,hány
címe,cím
valamelyik,valamelyik
végére,vég
helyre,hely
0,0
kérdése,kérdés
világon,világ
cím,cím
körű,körű
ezáltal,ezáltal
körben,kör
számítógépes,számítógépes
értem,ér
piac,piac
alsó,alsó
adnak,ad
hiánya,hiány
rögtön,rögtön
várhatóan,várható
irodalmi,irodalmi
céljából,cél
eleget,elég
szeretné,szeret
egyetem,egyetem
utcai,utcai
kiderült,ki+derül
1999.,1999.
sokáig,sok
mondott,mond
tetején,tete
közgyűlés,közgyűlés
pályázatok,pályázat
autó,autó
élt,él
fele,fél
nevében,név
kemény,kemény
Mária,Mária
tanulmányi,tanulmányi
vezetett,vezet
belüli,belüli
kicsi,kicsi
Intézet,Intézet
tegnap,tegnap
területek,terület
cm,cm
Más,más
összefüggő,összefüggő
várja,vár
Budapesti,Budapesti
internetes,internetes
naponta,napont
kétszer,két
mostani,mostani
levő,levő
főváros,főváros
használja,használ
HTML,hT.
jövőre,jövőre
vizet,víz
eset,es
amelyik,amelyik
halál,halál
rendelkezésére,rendelkezés
fent,fent
ára,ár
javaslat,javaslat
roma,roma
60,60
tudás,tudás
résztvevők,résztvevő
módszer,módszer
mindennapi,mindennapi
Eddig,eddig
Ezután,ezután
hideg,hideg
kezd,kezd
hallgatói,hallgató
Ahogy,ahogy
2001,2001
későbbi,későbbi
ránk,rá
akiket,aki
menni,mesz
számunkra,számára
tervek,terv
vállalkozás,vállalkozás
változások,változás
testület,testület
kommunikációs,kommunikációs
lennie,lesz
meglehetősen,meglehetős
felhasználása,felhasználás
felnőtt,felnőtt
okozott,okoz
